orb0,orb1,orb2,orb3,orb4,orb5,orb6,orb7,orb8,orb9,orb10,orb11,orb12,orb13,orb14,orb15,orb16,orb17,orb18,orb19,orb20,orb21,orb22,orb23,orb24,orb25,orb26,orb27,orb28,orb29,prev,curr,score
5,1,1,4,4,3,3,2,4,3,5,3,6,2,4,6,6,2,2,2,2,4,2,1,5,5,5,6,2,2,18,12,6150
5,6,2,5,6,1,2,3,3,1,6,6,3,2,3,6,1,2,3,4,5,4,5,3,2,4,6,2,5,5,10,4,4150
1,1,1,6,6,5,6,2,2,2,2,5,6,5,5,6,6,1,2,1,1,1,5,2,5,1,2,1,2,6,17,11,6200
4,5,2,5,4,3,3,4,4,5,4,5,2,4,3,2,2,2,5,4,4,5,5,3,3,4,4,2,3,4,7,1,5100
3,3,1,3,1,6,6,1,5,3,5,5,3,1,1,6,1,5,6,1,5,5,6,3,6,1,5,1,3,1,7,6,6150
4,5,2,5,2,4,4,2,5,3,5,5,5,2,3,2,3,5,2,2,2,2,5,4,2,4,3,4,4,4,2,3,7150
6,6,6,6,6,1,6,6,1,1,6,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,1,1,6,1,20,26,6200
2,5,5,2,4,6,6,6,5,2,2,4,3,5,3,3,5,5,5,5,6,3,6,5,6,5,2,3,1,5,20,14,7100
6,5,1,5,1,1,4,6,6,3,5,3,5,4,2,4,1,6,3,5,3,2,2,6,4,2,4,3,1,5,8,14,3150
4,2,3,3,6,1,1,5,4,1,3,5,3,4,4,1,6,1,4,3,5,3,1,2,6,6,1,2,2,3,7,8,4150
2,2,1,4,5,2,1,4,5,2,5,1,1,5,2,1,2,4,4,5,5,1,4,2,2,2,4,1,4,1,2,3,5200
5,1,5,4,1,5,1,5,4,5,5,4,6,4,5,6,6,5,6,4,5,4,1,6,5,5,1,5,6,5,-1,21,6300
1,2,4,3,4,4,5,6,1,5,5,5,1,1,6,2,2,6,1,3,4,3,2,3,6,2,4,2,6,4,23,29,5150
2,4,3,5,1,2,4,5,1,1,5,2,5,2,2,4,1,3,2,4,6,6,6,5,2,6,6,5,2,3,11,17,5200
6,3,2,3,3,6,3,6,3,3,3,6,6,3,6,3,2,6,3,2,2,3,2,2,3,6,3,2,3,3,15,9,8250
3,3,2,1,6,2,3,6,6,3,5,1,6,4,3,4,5,2,6,1,3,1,1,2,2,6,6,6,3,3,10,4,5150
4,2,1,1,1,4,1,1,2,4,6,2,6,2,6,1,5,3,4,2,4,1,6,1,1,6,3,3,1,3,-1,26,4150
1,4,4,3,2,2,2,1,4,3,1,3,2,1,2,3,3,4,4,3,1,4,3,4,2,3,4,1,4,4,25,24,5200
3,5,2,3,3,4,5,2,1,2,4,1,6,3,5,1,6,6,4,4,4,4,2,6,2,3,2,1,3,3,16,10,6200
3,4,1,4,1,1,1,4,3,1,1,3,1,3,4,1,4,3,4,3,4,1,3,1,1,4,3,3,4,3,11,5,7150
5,3,3,4,1,2,5,1,4,5,2,2,4,3,1,1,6,5,1,5,4,4,5,3,3,4,6,2,1,1,27,26,4100
6,6,6,6,6,1,1,6,6,6,6,1,6,6,6,1,1,6,6,1,1,6,6,6,6,6,1,6,6,1,23,22,5150
2,2,5,3,4,6,3,1,5,4,6,5,4,2,2,5,4,4,2,2,2,2,6,6,3,2,4,6,3,1,8,9,5100
2,2,2,2,4,2,4,4,2,2,2,4,4,2,2,4,4,2,4,2,2,4,2,4,2,2,4,2,4,4,13,7,6200
5,1,1,5,1,5,1,1,1,5,5,1,5,1,1,1,5,5,5,1,5,5,1,5,1,5,5,5,1,5,17,23,8150
4,3,3,4,3,4,4,3,3,4,4,4,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,3,4,3,26,25,6150
4,1,5,3,5,5,3,3,4,1,2,3,2,2,3,5,6,1,5,5,2,4,6,2,2,6,3,6,3,6,9,15,4200
4,1,1,3,1,4,5,4,1,1,3,1,4,4,4,4,1,5,5,5,1,4,3,5,5,1,5,5,5,5,10,9,7200
3,6,6,2,1,3,3,6,4,4,3,3,1,3,4,2,1,6,4,5,6,1,1,6,5,2,3,4,1,4,27,28,4150
1,6,1,1,2,5,1,1,1,6,4,1,6,1,2,5,3,5,1,6,4,6,6,2,1,2,5,5,2,5,9,10,5150
2,1,2,4,1,2,4,2,2,2,1,1,2,1,4,4,2,2,1,4,1,2,4,2,2,1,4,2,4,2,16,10,7200
2,2,2,4,6,4,6,4,2,6,2,6,4,6,6,2,2,6,2,6,2,2,4,6,6,4,6,6,6,6,10,4,7150
5,6,2,5,3,2,2,5,5,5,1,3,4,6,4,3,3,3,5,3,2,3,3,5,1,6,6,6,4,1,-1,3,5150
4,5,1,1,3,3,1,2,4,2,5,1,6,3,6,5,2,6,3,6,4,5,3,1,6,6,6,2,3,2,20,19,4200
5,1,2,1,1,6,5,1,6,5,4,3,4,6,5,2,1,1,1,3,6,1,3,3,5,3,3,5,3,6,11,10,5150
5,6,3,1,4,4,5,6,6,2,5,5,1,1,3,3,5,3,6,2,4,1,5,2,3,3,3,5,3,1,26,27,5150
6,3,6,6,3,3,6,3,3,3,6,6,6,6,3,3,3,6,6,6,3,6,6,6,3,3,3,6,3,6,16,17,8250
5,3,3,5,3,3,5,5,3,3,3,3,3,5,3,3,3,5,3,3,5,3,3,3,3,5,3,5,5,5,9,3,5150
4,3,4,1,1,1,4,6,3,2,1,5,3,2,1,2,3,2,6,1,3,6,4,2,1,6,6,3,5,4,17,11,5200
4,2,5,4,5,1,1,5,1,4,5,6,5,1,4,3,2,4,6,2,3,5,5,2,4,5,1,6,4,1,6,7,4150
4,4,4,5,4,5,6,3,3,6,1,4,1,4,1,5,1,2,5,5,5,4,4,3,1,1,5,6,4,4,27,28,5150
3,1,3,1,1,3,3,3,1,1,3,1,3,3,1,1,3,3,1,3,3,1,1,1,3,3,1,1,1,3,19,20,8150
2,5,2,5,2,5,2,2,2,5,5,2,2,2,2,2,2,2,2,2,5,2,5,5,5,5,2,5,5,2,4,5,6150
5,5,6,3,3,2,5,3,3,3,2,3,3,5,2,3,2,5,2,6,3,5,5,3,3,6,6,2,2,3,16,17,7300
1,6,5,1,1,1,1,1,1,1,5,5,1,6,5,6,6,1,1,5,1,5,1,1,1,6,1,1,1,5,16,15,7250
4,4,2,2,4,4,6,3,1,5,3,6,5,1,4,4,2,6,4,1,5,1,4,6,1,4,4,5,4,6,27,26,6200
1,1,5,4,5,2,5,1,1,5,1,2,2,2,3,2,3,2,6,6,3,6,4,6,4,5,1,5,4,2,-1,1,5100
1,6,2,2,5,4,4,2,4,2,4,3,3,5,3,5,4,5,6,5,6,5,3,5,1,4,2,5,6,5,28,29,5100
1,1,1,3,2,3,1,5,5,5,3,5,6,5,6,3,5,2,6,6,5,3,5,5,3,6,1,2,1,5,7,6,6150
5,3,1,3,3,6,3,1,3,3,5,3,3,5,3,1,1,1,5,1,3,6,5,1,5,1,5,1,3,3,6,12,6250
1,3,5,5,5,2,2,1,2,1,6,6,2,3,5,1,5,5,6,5,1,2,6,3,6,1,6,2,5,2,15,14,5050
4,1,3,1,5,3,4,5,1,6,3,6,4,6,1,4,6,4,5,4,5,6,6,4,5,5,1,4,6,4,18,19,7300
2,3,6,5,4,2,3,5,5,6,6,5,1,4,1,6,3,6,2,2,2,4,4,3,2,1,3,1,5,2,7,1,5250
5,2,2,4,2,4,3,1,6,2,3,3,3,6,6,4,2,1,3,2,6,1,1,4,2,6,2,4,3,5,-1,12,5200
6,1,5,1,5,1,5,4,1,6,6,6,5,6,4,5,6,4,5,1,1,4,6,4,6,5,5,4,6,6,13,19,6250
1,5,1,6,5,6,2,6,6,5,6,2,2,6,6,2,1,6,2,2,5,2,2,2,6,2,5,1,6,5,18,19,6200
1,5,4,5,5,1,3,5,1,2,1,2,3,6,3,6,4,2,1,1,6,5,2,1,6,4,6,3,3,2,16,17,5150
5,6,5,6,5,6,6,5,6,6,5,6,6,5,5,6,6,6,6,5,5,5,6,5,5,5,5,6,5,5,5,11,8250
5,2,5,2,5,2,2,2,2,2,5,5,5,2,2,2,2,5,5,5,2,2,2,2,2,5,2,2,5,5,2,3,5150
1,1,1,3,1,3,1,1,1,3,3,1,1,3,1,1,1,3,3,3,3,3,1,3,1,1,1,1,3,1,21,15,8150
4,3,3,2,2,2,3,2,2,6,3,6,6,3,6,2,2,4,2,3,6,4,2,2,6,2,6,2,2,4,3,2,6250
3,2,4,2,3,5,3,2,2,3,2,3,5,5,5,5,3,5,3,5,4,5,3,3,5,3,5,5,5,5,1,0,6200
4,4,6,5,3,2,1,6,2,2,5,3,3,2,3,6,3,2,5,6,2,1,1,6,2,1,6,1,6,1,23,22,5100
4,2,1,5,4,1,2,3,2,3,1,6,6,5,6,1,5,5,6,1,2,2,4,4,5,6,5,6,3,6,6,12,4200
6,3,1,4,4,5,5,3,6,1,6,3,5,3,4,1,2,6,5,2,6,4,3,1,3,3,3,3,4,5,26,27,7100
4,1,6,5,6,1,1,2,2,2,5,1,2,1,4,4,6,1,5,3,2,2,1,5,4,6,6,5,6,5,7,13,6200
3,3,3,4,4,1,2,1,3,4,1,3,6,4,2,5,1,5,6,4,2,1,1,2,6,2,5,6,3,2,-1,2,5100
6,6,6,5,5,5,6,5,6,6,5,6,5,6,5,6,5,6,5,5,5,6,6,6,5,6,6,6,6,5,16,15,8150
3,2,2,2,3,2,3,2,2,3,3,2,3,3,3,3,2,3,3,3,2,2,3,2,2,3,3,3,3,3,9,3,7250
3,4,5,5,1,2,4,4,6,6,5,1,1,5,2,3,5,3,2,4,4,4,1,5,6,1,2,3,4,2,18,24,4150
3,2,6,3,4,2,1,4,2,4,6,2,6,3,4,4,3,2,5,2,2,5,2,5,4,6,1,5,5,5,6,12,5150
6,6,4,1,5,3,3,2,1,3,4,4,2,4,6,5,6,3,5,2,6,6,3,5,4,5,4,4,4,4,18,24,4200
3,6,2,3,4,2,3,2,4,3,6,3,3,1,4,3,3,6,3,1,4,3,3,6,1,4,4,1,1,3,29,28,6200
3,5,5,5,3,5,5,5,3,3,5,5,5,5,5,3,5,3,5,5,5,5,3,5,5,3,3,5,5,5,13,7,6250
1,1,1,2,1,1,4,2,1,2,4,1,2,1,1,4,1,1,1,2,2,4,2,4,1,1,4,1,2,2,27,28,7200
3,2,5,3,3,6,2,2,6,5,5,5,6,1,2,5,6,1,4,3,5,3,1,6,2,1,2,4,3,4,6,12,4150
4,6,6,6,4,6,6,4,6,4,6,6,4,4,6,6,4,4,4,6,6,4,4,6,4,6,4,4,4,4,28,27,8200
1,1,1,6,1,2,3,3,2,5,5,3,6,2,3,3,6,6,2,3,3,3,5,1,1,2,2,6,3,1,-1,19,6200
6,1,6,2,5,3,4,6,4,2,6,1,3,1,1,4,4,3,4,6,6,6,2,2,2,4,1,3,2,6,11,5,5150
5,6,3,2,6,3,5,5,6,2,4,3,4,6,3,3,5,4,2,5,4,5,5,5,2,5,3,6,5,3,2,3,6150
1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,2,9,3,7200
1,1,2,3,6,3,3,3,1,1,2,2,1,3,3,2,6,6,6,6,2,6,6,3,3,3,6,1,6,1,18,12,7200
5,4,5,3,1,1,6,6,1,6,2,2,4,2,5,2,3,1,5,6,2,3,1,6,4,2,2,4,3,1,21,20,5050
5,4,6,3,6,3,4,1,2,6,2,1,6,5,6,2,4,3,4,3,2,3,5,4,1,5,3,3,3,3,10,11,4100
6,2,2,6,5,4,5,3,6,3,3,5,5,1,4,5,5,5,5,3,4,2,2,4,5,1,4,6,4,1,9,8,5150
1,6,6,3,5,2,2,3,3,1,5,4,3,3,1,2,3,2,6,6,6,1,1,1,4,4,5,6,5,6,12,6,6200
5,2,5,4,2,4,6,3,6,3,4,5,2,6,1,5,1,2,6,6,6,4,6,4,1,6,1,5,3,6,13,19,3150
4,3,3,3,5,3,4,5,5,5,3,3,4,3,3,4,4,3,4,3,4,5,4,5,4,4,4,4,4,4,15,9,7250
4,1,1,2,3,2,5,5,5,6,2,3,4,3,2,1,4,2,3,1,4,2,1,4,6,4,1,4,5,6,7,13,5150
1,6,3,6,2,5,1,4,5,4,6,1,2,3,2,3,5,2,4,3,1,1,4,3,2,2,3,6,2,1,4,3,4150
1,2,5,6,5,6,1,4,4,1,5,5,1,5,2,4,3,4,6,6,3,3,4,5,6,1,1,1,5,5,11,10,6200
3,4,2,4,3,3,3,6,3,1,3,6,6,1,3,4,3,2,3,2,5,6,4,1,4,6,1,3,3,3,23,22,5100
6,1,1,1,5,5,6,1,2,4,1,6,4,6,1,1,1,2,5,2,1,2,5,4,1,1,1,4,5,2,6,12,7150
5,5,5,5,5,2,5,5,2,5,5,5,2,2,5,2,2,5,5,2,5,2,2,2,2,2,5,2,2,5,8,2,6200
2,6,4,2,4,2,6,6,4,4,4,2,2,2,6,2,4,2,2,6,6,6,2,6,4,4,4,2,2,6,10,11,7200
4,2,2,1,5,5,4,2,3,4,2,5,1,5,3,5,4,3,4,4,2,2,2,1,2,1,5,5,1,5,4,10,4150
3,2,3,6,6,1,6,5,4,5,5,3,2,5,6,3,3,3,6,2,5,6,6,4,4,6,3,3,6,6,24,25,7250
1,6,4,2,4,1,4,1,3,2,3,4,1,5,3,4,1,1,1,4,6,2,3,1,6,2,1,4,3,5,11,5,3100
6,1,1,5,6,6,6,4,6,1,2,1,1,5,3,1,1,1,1,2,1,3,5,1,1,4,1,3,6,1,10,11,6100
2,4,5,4,5,3,3,2,4,5,2,3,4,2,3,4,2,3,4,4,5,4,2,3,5,2,4,4,4,5,14,8,7250
5,3,6,3,2,2,2,3,5,6,3,6,3,2,2,6,3,6,3,2,3,5,2,2,2,2,2,6,2,3,10,4,6250
2,2,2,2,2,6,6,2,2,6,2,6,6,6,2,2,2,6,2,2,6,2,2,2,2,6,6,2,2,2,20,19,5150
2,4,4,3,2,5,4,1,6,2,4,3,6,4,4,6,2,1,2,1,2,1,2,6,5,4,3,4,6,4,8,9,5150
2,1,3,1,1,3,1,3,1,2,2,2,1,2,2,1,1,1,3,3,1,2,2,3,3,3,1,1,1,1,17,23,8150
6,2,4,1,2,6,4,3,2,5,5,5,3,2,4,5,6,6,3,3,5,3,5,3,2,3,3,2,6,3,11,5,5150
6,5,5,6,5,5,6,5,5,5,6,6,6,5,6,5,5,6,6,6,5,5,5,5,6,6,6,5,5,6,29,23,7150
2,2,3,1,1,2,1,3,5,2,3,3,3,1,1,1,1,3,1,2,1,1,3,5,3,3,2,2,1,1,21,27,6200
1,5,2,3,2,2,5,3,5,5,6,3,6,1,1,1,3,3,3,1,2,2,2,5,6,6,2,5,6,6,19,18,6100
6,2,6,6,2,6,6,6,6,6,2,1,2,1,2,6,6,2,6,6,6,1,6,1,2,6,6,2,1,2,13,12,5200
5,1,5,5,3,1,3,5,3,5,5,1,5,1,2,6,3,3,4,2,4,5,6,4,3,4,3,2,5,3,25,26,5200
6,6,6,6,6,6,6,4,6,6,6,6,4,4,4,4,4,4,6,4,6,6,6,4,6,6,6,4,6,4,21,22,7200
3,4,1,6,3,3,6,6,5,1,2,3,1,5,2,5,2,5,3,1,5,3,1,4,2,4,3,2,3,5,28,29,4150
6,6,1,2,3,2,1,4,4,1,5,1,5,1,6,5,3,6,5,1,3,3,6,6,3,3,3,4,4,6,7,6,5150
4,6,3,4,4,4,3,6,1,6,6,1,2,4,6,4,6,4,4,6,1,4,2,4,4,5,2,4,6,3,1,2,4150
3,6,3,1,6,6,4,4,4,1,1,4,1,1,4,1,3,4,3,1,4,6,1,6,3,6,1,3,6,4,-1,26,7200
4,1,2,6,2,3,4,2,5,5,4,4,5,3,1,1,5,6,4,4,5,6,5,1,6,2,6,1,1,6,16,15,5150
4,2,4,2,6,3,4,3,4,4,2,4,6,3,3,4,3,4,3,4,2,2,4,2,4,6,4,2,2,4,28,27,7300
6,3,3,6,2,3,3,4,5,1,1,6,4,4,4,1,4,3,1,2,2,5,6,3,1,4,4,4,1,4,9,15,6150
2,2,3,4,3,4,2,4,6,4,2,2,4,3,4,4,4,6,6,3,2,2,4,2,2,2,3,3,2,6,13,12,6200
3,3,5,4,1,5,4,2,4,3,2,3,1,1,4,5,1,2,2,3,1,6,1,5,1,4,5,3,1,4,7,6,4150
4,4,3,3,5,1,3,5,6,3,5,1,5,6,6,3,3,4,4,3,1,1,4,1,6,5,1,3,3,6,3,2,5100
5,4,5,3,4,3,4,4,3,5,5,5,3,4,5,4,3,3,5,3,5,3,3,3,5,5,5,3,4,5,23,17,8150
1,6,6,2,5,6,1,6,3,1,4,2,4,1,1,3,4,5,2,5,4,3,4,4,1,3,2,5,5,4,17,23,5150
3,4,1,4,1,6,6,1,1,2,1,2,3,4,6,2,4,5,4,4,2,6,5,1,5,4,2,1,5,2,16,15,5150
1,1,1,3,2,2,3,3,6,6,3,1,2,3,1,2,4,6,2,3,3,2,4,1,4,2,6,2,1,2,10,11,5150
1,2,3,4,1,5,2,2,2,4,1,4,5,2,5,5,1,6,3,3,1,2,4,5,6,2,5,1,2,3,26,27,5150
4,3,2,5,5,4,2,3,1,1,5,3,2,1,1,4,5,3,4,3,5,5,2,4,1,5,1,1,1,2,9,15,7100
1,5,6,5,3,1,6,6,3,3,4,6,4,5,6,3,6,4,5,3,6,4,5,6,6,3,3,6,6,4,14,15,7200
1,2,3,3,4,3,3,2,1,3,5,4,4,3,3,6,5,1,3,5,2,1,2,6,6,2,5,6,3,1,18,19,4150
1,1,2,2,2,6,5,5,6,1,5,3,6,1,2,6,3,2,6,2,5,5,4,6,6,3,1,5,3,2,10,16,5200
2,2,5,4,1,5,5,4,1,2,4,2,1,2,4,2,4,5,2,4,2,1,1,1,5,2,2,5,5,4,18,19,6250
1,2,4,1,2,5,6,4,6,3,2,6,3,3,6,1,3,2,6,2,5,3,2,4,1,2,4,3,2,1,8,2,4100
3,4,5,3,5,3,3,4,5,3,5,5,4,5,4,5,4,4,3,3,4,5,4,4,3,5,3,5,3,3,22,16,8150
4,1,3,1,2,5,3,5,3,4,2,5,5,5,5,5,3,5,4,2,1,4,5,1,2,2,5,4,1,2,4,5,5250
2,4,4,6,2,4,4,4,2,2,4,4,6,4,2,4,6,4,4,2,4,6,6,2,6,6,2,6,6,2,18,24,7200
4,4,2,1,4,4,1,1,5,1,5,2,1,1,5,5,6,2,2,6,6,6,5,4,1,4,5,5,5,5,25,24,6100
6,6,5,6,5,5,6,5,6,5,5,5,5,5,6,6,6,5,5,6,5,5,5,6,5,6,6,5,6,6,20,21,9300
5,1,5,5,5,6,5,3,4,2,4,2,1,6,3,3,1,2,1,4,3,3,6,4,5,1,3,3,3,1,24,18,5150
2,4,1,3,1,1,1,5,2,3,4,4,5,4,2,2,3,1,5,3,1,5,1,4,5,5,4,2,2,3,22,21,6050
5,6,2,3,6,6,5,3,2,3,1,6,6,2,3,1,6,3,1,4,4,4,5,6,5,6,2,5,2,4,1,2,5150
2,5,4,2,2,5,4,4,2,4,4,4,2,5,5,2,4,2,4,5,2,2,5,4,5,4,4,2,5,4,7,8,7250
1,2,2,2,1,3,1,2,2,2,1,1,2,2,1,3,3,2,1,1,2,1,2,2,1,1,3,1,2,1,14,13,7250
6,3,3,2,1,3,3,1,5,3,1,4,6,5,4,2,2,6,4,4,5,4,5,1,2,1,3,2,4,2,14,8,5200
1,6,5,3,2,6,4,2,4,3,2,2,5,1,6,4,4,4,6,5,1,4,3,5,3,5,2,1,1,2,21,27,5150
3,1,3,2,2,3,1,3,6,1,3,2,5,4,6,5,1,6,4,6,1,4,1,2,5,4,6,3,2,3,-1,23,5150
6,2,6,4,1,1,3,1,6,1,4,2,4,1,6,5,4,1,1,4,4,5,5,4,6,5,5,1,4,4,4,3,6200
2,6,3,4,1,1,6,2,1,1,4,1,1,4,3,4,6,2,4,2,3,6,6,3,3,6,2,2,4,1,8,7,4200
2,4,1,1,2,5,1,5,4,2,4,2,5,5,4,4,2,5,5,2,5,2,2,4,5,1,4,4,2,2,14,8,7250
1,3,6,4,6,5,2,6,5,5,5,1,5,4,6,4,4,1,6,4,3,6,3,2,1,2,3,1,1,3,21,27,5150
6,3,6,5,5,3,1,6,6,6,5,1,3,1,3,1,6,3,2,4,5,1,1,1,2,5,1,4,4,5,29,23,5100
3,3,3,3,4,1,5,5,2,5,6,5,6,1,2,5,4,3,5,1,1,3,1,3,6,4,3,3,6,3,13,12,5150
4,5,1,3,1,1,2,5,6,2,6,4,5,2,6,3,4,4,3,2,1,6,3,2,2,4,2,4,6,1,13,7,3100
5,6,5,3,6,3,5,6,3,3,6,3,3,6,6,3,6,6,5,5,3,6,6,3,6,5,6,6,6,3,1,7,7200
5,3,1,6,2,3,2,2,6,5,6,3,6,1,2,1,2,3,2,6,2,2,6,6,2,6,5,5,3,2,24,18,6200
3,4,6,1,6,5,1,1,3,3,1,2,3,2,6,5,5,1,2,6,4,3,5,5,1,2,5,1,4,5,16,17,3150
2,2,3,2,3,2,2,3,2,3,2,2,2,3,2,3,3,2,2,2,3,3,2,2,2,3,2,3,2,3,9,3,7200
6,4,2,6,3,3,4,4,6,2,4,4,5,2,4,1,3,4,5,4,5,4,4,5,1,5,3,6,2,5,7,6,4150
5,5,6,5,6,6,6,5,5,6,6,5,5,6,6,5,5,5,6,5,6,5,6,5,5,5,5,5,6,6,18,12,8250
4,5,4,5,2,4,5,5,2,3,5,5,4,3,2,4,5,5,5,5,5,4,2,2,5,5,3,4,2,3,17,11,6150
4,3,2,3,2,3,3,4,4,4,4,3,2,4,3,3,2,2,3,2,4,2,4,3,4,3,3,4,3,4,19,13,8150
1,1,1,6,1,1,1,1,6,1,6,1,6,6,1,6,1,1,6,6,1,6,1,6,1,6,1,6,6,6,26,25,8250
3,3,2,2,6,5,3,5,6,2,3,6,2,2,3,5,3,5,3,3,3,6,2,5,6,2,5,5,2,6,9,10,7300
1,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,19,20,8200
1,1,1,6,5,3,6,1,1,5,1,1,6,5,3,3,3,1,3,1,6,3,5,2,1,1,5,2,5,3,28,29,5150
1,1,1,4,5,1,5,4,2,1,6,3,4,1,5,6,6,4,1,2,4,1,1,6,6,2,3,5,6,1,5,11,4150
5,1,5,5,1,1,5,1,5,5,5,5,1,5,5,5,1,5,5,1,1,5,1,1,5,1,1,1,5,1,7,8,8150
4,3,3,6,6,3,4,2,6,6,2,2,4,6,3,4,4,2,4,6,6,6,4,3,2,4,6,2,3,6,18,19,6100
6,1,6,1,6,1,1,1,6,6,1,6,6,1,1,1,6,6,1,6,1,6,6,6,1,6,6,6,1,1,17,23,8300
1,2,4,5,4,6,5,2,6,2,6,3,5,6,2,1,6,1,6,2,6,2,1,2,5,4,3,2,6,1,18,24,5150
1,3,6,6,2,3,5,3,5,6,5,5,1,1,1,6,5,6,6,2,6,1,5,2,6,2,3,1,2,2,17,16,5200
6,3,3,2,5,2,2,2,5,6,6,6,2,3,2,2,3,5,2,5,5,6,2,6,6,2,5,2,3,3,29,23,6200
2,2,4,3,4,4,1,2,2,2,4,2,2,4,5,3,3,2,1,1,2,2,2,4,3,1,2,1,6,1,-1,27,5250
3,4,6,6,1,2,1,2,5,1,6,2,1,5,3,3,4,3,3,4,3,1,2,5,4,4,3,5,5,5,19,20,5250
6,2,5,2,6,5,5,5,5,2,5,6,6,6,2,2,5,6,6,5,2,2,5,5,2,2,6,2,2,5,17,23,7150
4,3,1,4,5,4,6,1,3,1,1,1,3,3,3,6,1,4,3,6,4,1,1,3,6,3,6,6,6,5,16,17,7150
5,1,3,1,1,2,3,4,3,5,2,3,5,6,2,5,5,3,1,4,1,1,5,6,6,4,3,5,4,3,16,10,5050
3,3,1,3,6,2,2,6,6,2,6,6,1,6,6,1,6,1,6,3,2,2,6,6,1,2,3,2,2,1,21,27,5200
3,5,3,4,3,3,3,3,3,3,3,4,4,3,4,4,5,3,5,5,4,4,5,4,5,5,5,5,3,3,17,11,7200
3,2,2,3,2,3,2,2,6,6,6,3,6,6,6,6,2,2,2,6,2,3,6,6,2,2,2,6,2,3,9,3,8200
6,3,1,3,5,5,3,3,1,5,1,3,1,6,5,5,3,5,5,3,1,1,1,6,5,6,5,1,5,6,8,9,6050
5,4,4,5,4,5,4,4,4,4,5,5,5,4,4,4,4,4,4,5,5,4,4,5,4,5,4,4,5,5,20,19,6150
1,2,2,6,2,5,6,2,4,2,6,6,5,6,2,6,6,1,1,6,4,2,4,1,1,5,5,4,5,5,17,11,6100
5,3,5,4,1,1,6,3,6,5,4,6,6,4,5,3,4,1,5,3,5,3,4,4,3,5,6,6,5,4,15,16,5150
3,6,5,5,3,5,6,3,5,4,4,6,6,3,4,4,3,3,4,6,6,5,3,5,3,6,5,4,4,3,26,27,7150
5,4,4,5,4,5,5,5,4,4,5,4,5,4,5,5,5,4,4,5,4,5,5,4,4,4,5,4,5,4,0,6,9250
6,6,1,5,6,2,6,4,4,4,4,3,6,5,5,6,1,2,1,4,6,6,3,6,1,4,4,3,5,4,26,25,5200
2,4,3,2,2,2,3,4,4,2,4,3,2,2,2,2,4,2,2,3,3,2,2,2,3,3,3,4,2,2,27,26,7200
2,1,3,1,1,3,3,5,4,1,6,4,4,5,6,2,3,5,2,5,4,5,4,6,3,2,4,6,6,3,9,15,4150
6,1,4,6,1,2,3,4,5,3,2,3,6,4,2,6,6,5,3,1,6,3,4,2,4,6,2,1,5,5,5,11,3100
1,1,6,2,6,3,4,2,2,6,1,3,6,6,4,3,5,4,6,5,1,4,2,6,4,3,4,5,5,5,28,22,5200
2,5,2,6,1,4,5,4,2,5,6,1,5,2,6,3,4,1,2,2,5,3,6,2,3,5,4,4,5,3,23,29,5150
5,5,6,3,4,4,5,6,1,1,2,2,5,6,5,4,3,4,4,6,2,3,6,1,3,3,3,6,6,4,11,5,5150
1,2,3,2,6,4,3,3,1,3,2,1,3,6,1,2,2,6,1,4,6,1,5,5,2,1,4,3,3,6,29,28,5200
2,1,6,3,5,5,6,3,6,6,2,6,6,6,2,1,2,3,6,1,5,5,1,4,6,2,4,1,4,1,24,18,4100
1,1,6,1,1,3,3,3,6,3,3,1,1,1,1,3,6,3,1,1,6,6,1,1,6,1,1,3,6,1,23,22,8100
2,6,1,1,4,4,5,5,4,2,6,6,3,3,2,1,5,4,3,5,1,4,2,3,1,4,5,6,6,3,25,26,4100
2,3,1,3,5,3,4,1,2,5,3,2,1,1,2,2,4,1,4,4,2,4,3,5,2,1,4,5,4,2,18,24,4150
2,2,6,6,2,2,2,6,2,2,2,2,6,2,2,2,6,2,6,6,6,6,6,2,2,2,6,6,6,6,19,25,7100
1,3,3,1,3,1,1,1,3,3,1,1,1,1,1,3,3,1,1,3,1,3,1,3,1,1,3,3,3,3,14,20,7250
5,6,1,1,2,4,4,4,1,3,2,2,2,5,4,4,2,4,6,3,3,2,5,4,6,1,1,2,1,6,1,7,5150
2,6,2,6,2,2,6,6,2,2,2,2,2,6,6,6,2,6,2,6,2,6,6,6,6,2,2,6,6,6,22,21,7200
1,6,6,6,6,6,1,6,1,1,1,6,6,1,1,1,1,1,6,6,1,1,1,6,6,1,1,1,6,1,10,11,6150
2,4,3,1,6,4,2,6,1,2,5,5,6,6,6,1,3,3,6,1,4,4,1,2,1,2,4,4,5,4,14,8,4200
3,3,3,5,2,2,2,5,5,3,2,5,3,5,5,2,3,2,3,2,2,3,3,2,3,5,5,2,3,2,29,28,8250
5,6,2,3,4,5,4,3,6,4,4,3,4,3,4,3,5,2,4,2,4,2,3,4,3,4,4,3,6,2,18,24,5200
6,3,2,1,1,5,3,1,1,2,6,5,4,2,1,3,1,6,5,1,6,6,6,4,5,4,4,6,4,1,24,25,4150
